paper_id,ambiguous_group,author_name,coauthors,title,abstract,keywords,venue,year,ground_truth_label,source_dataset
P1-5549,Wei Li,Wei Li,Keshav Pingali,Access Normalization: Loop Restructuring for NUMA Compilers,"In scalable parallel machines, processors can make local memory accesses much faster than they can make remote memory accesses. In addition, when a number of remote accesses must be made, it is usually more efficient to use block transfers of data rather than to use many small messages. To run well on such machines, software must exploit these features. We",Lattice Theory; Loop Transformation; Memory Access; Parallel Machines; Remote Access; Basic Linear Algebra Subprograms; Remote Memory Access; FORTRAN,Architectural Support for Programming Languages and Operating Systems,1992,Wei_Li-1058,DBLP_expanded_668
P1-5550,Wei Li,Wei Li,Somnath Ghosh; Abhay Kanhere; Rakesh Krishnaiyer; Dattatraya Kulkarni; Chu-Cheow Lim; Ng John,Integrating High-Level Optimizations in a Production Compiler: Design and Implementation Experience,,Design and Implementation,Compiler Construction,2003,Wei_Li-1058,DBLP_expanded_668
P1-5551,Wei Li,Wei Li,Youfeng Wu; Mauricio J. Serrano; Rakesh Krishnaiyer; Jesse Fang,Value-Profile Guided Stride Prefetching for Irregular Code,,,Compiler Construction,2002,Wei_Li-1058,DBLP_expanded_668
P1-5552,Wei Li,Wei Li,Michal Cierniak; Mohammed Javeed Zaki,Loop Scheduling for Heterogeneity,"In this paper, we study the problem of scheduling par- allel loops at compile-time for a heterogeneous network of machines. We considerheterogeneity in three aspects of parallel programming: program, processor and network. A heterogeneous program has parallel loops with different amount of work in each iteration; heterogeneous proces- sors have different speeds; and a heterogeneous network has different cost of",Heterogeneous Network; Load Balance; Loop Scheduling; Optimal Scheduling; Parallel Programs,IEEE International Symposium on High Performance Distributed Computing,1995,Wei_Li-1058,DBLP_expanded_668
P1-5553,Wei Li,Wei Li,Mohammed Javeed Zaki; Srinivasan Parthasarathy,Customized Dynamic Load Balancing for a Network of Workstations,,Dynamic Load Balancing; Network of Workstation,Journal of Parallel and Distributed Computing,1997,Wei_Li-1058,DBLP_expanded_668
P1-5554,Wei Li,Wei Li,Arun Kejariwal; Hideki Saito; Xinmin Tian; Milind Girkar; Utpal Banerjee; Constantine D. Polychronopoulos,Lightweight lock-free synchronization methods for multithreading,"Emergence of chip multiprocessors has created a need for exploitation of beyond DOALL-type thread-level parallelism (TLP). This calls for development of efficient thread synchronization techniques to exploit TLP in general parallel programs with dependences. For this, several thread synchronization techniques have been proposed in the past. However, these limit the exploitation of fine-grain TLP due to large run-time overhead. Furthermore,",Chip Multiprocessor; Memory Model; Parallel Programs; Sequential Consistency; Thread Level Parallelism,International Conference on Supercomputing,2006,Wei_Li-1058,DBLP_expanded_668
P1-5555,Wei Li,Wei Li,Arun Kejariwal; Xinmin Tian; Milind Girkar; Sergey Kozhukhov; Hideki Saito; Utpal Banerjee; Alexander V. Veidenbaum; Constantine D. Polychronopoulos,On the performance potential of different types of speculative thread-level parallelism: The DL version of this paper includes corrections that were not made available in the printed proceedings,"Recent research in thread-level speculation (TLS) has proposed several mechanisms for optimistic execution of difficult-to-analyze serial codes in parallel. Though it has been shown that TLS helps to achieve higher levels of parallelism, evaluation of the unique performance potential of TLS, i.e., performance gain that be achieved only through speculation, has not received much attention. In this paper, we evaluate",Arithmetic Mean; Control Dependence; Data Dependence; Geometric Mean; Performance Evaluation; Speculative Execution; Standard Deviation; Thread Level Parallelism; Thread Level Speculation; Upper Bound,International Conference on Supercomputing,2006,Wei_Li-1058,DBLP_expanded_668
P1-5556,Wei Li,Wei Li,Michal Cierniak,Interprocedural Array Remapping,Programming languages like Fortran or C define exactly the layout of array elements in memory. Programmers often use that definition to access the same memory via variables of different types. For many real programs this practice makes changing the layout of an array impossible without violating the semantics of the program since the same memory block may be accessed via,Compiler Optimization; Data Transformation; Programming Language; FORTRAN,International Conference on Parallel Architectures and Compilation Techniques,1997,Wei_Li-1058,DBLP_expanded_668
P1-5557,Wei Li,Wei Li,John Ng; Dattatraya Kulkarni; Robert Cox; Scott Bobholz,"Inter-Procedural Loop Fusion, Array Contraction and Rotation","In this paper, we present the design and implementation of an inter-procedural loop fusion, array contraction and rotation technique in a production compiler. We provide experimental results to show that this technique improves SPECfp2000 benchmarks by 12%. The technique employs a locality-conscious inter-procedural analysis to drive inlining decisions. It then uses regular section analysis and code motion techniques to enable",Code Motion; Design and Implementation; Loop Fusion,International Conference on Parallel Architectures and Compilation Techniques,2003,Wei_Li-1058,DBLP_expanded_668
P1-5558,Wei Li,Wei Li,Xinmin Tian; Rakesh Krishnaiyer; Hideki Saito; Milind Girkar,Impact of Compiler-based Data-Prefetching Techniques on SPEC OMP Application Performance,"In this paper, we evaluate the benefits achievable from software data-prefetching techniques for OpenMP* C/C++ and Fortran benchmark programs, using the framework of the Intel production compiler for the Intel Itanium® 2 processor. Prior work on software data-prefetching study has primarily focused on benchmark performance in the context of a few software data-prefetching schemes developed in research compilers. In contrast,",Compiler Optimization; data prefetching; Multiprocessor Systems; Performance Evaluation; Shared Memory Multiprocessor; Thread Level Parallelism; FORTRAN,International Parallel and Distributed Processing Symposium/International Parallel Processing Symposium,2005,Wei_Li-1058,DBLP_expanded_668
P1-5559,Wei Li,Wei Li,Srinivasan Parthasarathy; Mohammed Javeed Zaki,Memory Placement Techniques for Parallel Association Mining,"Many data mining tasks (e.g., Association Rules, Sequen- tial Patterns) use complex pointer-based data structures (e.g., hash trees) that typically suffer from sub-optimal data local- ity. In the multiprocessor case shared access to these data structures may also result in false sharing. For these tasks it is commonly observed that the recursive data structure is built once and accessed multiple",Association Mining; Association Rule; Data Locality; Data Mining; Data Structure; Distributed Memory Machine; Perforation; Recursive Data Structure; Sequential Pattern,Knowledge Discovery and Data Mining,1998,Wei_Li-1058,DBLP_expanded_668
P1-5560,Wei Li,Wei Li,Mohammed Javeed Zaki; Srinivasan Parthasarathy; Mitsunori Ogihara,New Algorithms for Fast Discovery of Association Rules,"Discovery of association rules is an important problem in database mining. In this paper we present new algorithms for fast association min- ing, which scan the database only once, address- ing the open question whether all the rules can be efficiently extracted in a single database pass. The algorithms use novel itemset clustering tech- niques to approximate the set of",Association Rule; frequent itemset; Bottom Up,Knowledge Discovery and Data Mining,1997,Wei_Li-1058,DBLP_expanded_668
P1-5561,Wei Li,Wei Li,Michal Cierniak,Recovering Logical Structures of Data,"Abstract. Many powerful parallelizing compiler techniques rely on the structures of data and code. Unfortunately, in many real applications, arrays do not have syntactic structures. In this paper, we show that logical da ta structures can be automatically recovered from the flat, one-dimensional arr ays and accesses. We present a framework,and algorithms for recovering the logic al multi-dimensional data structures.",Data Structure; Parallelizing Compilers; Multi Dimensional,Languages and Compilers for Parallel Computing,1995,Wei_Li-1058,DBLP_expanded_668
P1-5562,Wei Li,Wei Li,Richard Johnson; Keshav Pingali,An Executable Representation of Distance and Direction,"The dependence flow graph is a novel intermediate representation for optimizingand parallelizing compilers that can be viewed as an executable representationof program dependences. The execution model, called dependencedrivenexecution, is a generalization of the tagged-token dataflow model thatpermits imperative updates to memory. The dependence flow graph subsumesother representations such as continuation-passing style [12], data dependencegraphs [13], and static single assignment form...",Continuation Passing Style; Intermediate Representation; Parallelizing Compilers; Static Single Assignment Form,Languages and Compilers for Parallel Computing,1991,Wei_Li-1058,DBLP_expanded_668
P1-5563,Wei Li,Wei Li,Keshav Pingali,A Singular Loop Transformation Framework Based on NonSingular Matrices,,Loop Transformation,Languages and Compilers for Parallel Computing,1992,Wei_Li-1058,DBLP_expanded_668
P1-5564,Wei Li,Wei Li,Michal Cierniak,Unifying Data and Control Transformations for Distributed Shared Memory Machines,,Compiler Optimization; Data Locality; Data Transformation; Distributed Shared Memory; Memory Hierarchy; Parallel Machines; Pure Data,Sigplan Notices,1995,Wei_Li-1058,DBLP_expanded_668
P1-5565,Wei Li,Wei Li,Arun Kejariwal; Xinmin Tian; Milind Girkar; Sergey Kozhukhov; Utpal Banerjee; Alexander V. Veidenbaum; Constantine D. Polychronopoulos,Tight analysis of the performance potential of thread speculation using spec CPU 2006,"Multi-cores such as the Intel®1 Core™2 Duo processor, facilitate efficient thread-level parallel execution of ordinary programs, wherein the different threads-of-execution are mapped onto different physical processors. In this context, several techniques have been proposed for auto-parallelization of programs. Recently, thread-level speculation (TLS) has been proposed as a means to parallelize difficult-to-analyze serial codes. In general, more than one technique can",Data Dependence; Limiting Factor; Performance Evaluation; Speculative Execution; Thread Level Parallelism; Thread Level Speculation; Upper Bound,Principles and Practice of Parallel Programming,2007,Wei_Li-1058,DBLP_expanded_668
P1-5566,Wei Li,Wei Li,Mohammed Javeed Zaki; Srinivasan Parthasarathy; Mitsunori Ogihara,Evaluation of Sampling for Data Mining of Association Rules,"Discovery of association rules is a prototypical problem in data mining. The current algorithms proposed for data mining of association rules make repeated passes over the database to determine the commonly occurring itemsets (or set of items). For large databases, the I/O overhead in scan- ning the database can be extremely high. In this paper we show that random sampling",Association Rule; Data Mining; Experimental Evaluation; Random Sampling,Research Issues in Data Engineering,1997,Wei_Li-1058,DBLP_expanded_668
P1-5567,Wei Li,Wei Li,Geoffrey Fox; Sanjay Ranka; Michael L. Scott; Allen D. Malony; James C. Browne; Marina C. Chen; Alok N. Choudhary; Thomas Cheatham; Janice E. Cuny; Rudolf Eigenmann; Amr F. Fahmy; Ian T. Foster; Dennis Gannon; Tomasz Haupt; Carl Kesselman; Charles Koelbel; Monica S. Lam; Thomas J. Leblanc; Jim Openshaw; David A. Padua; Constantine D. Polychronopoulos; Joel H. Saltz; Alan Sussman; Gil Weigand; Katherine A. Yelick,Common runtime support for high-performance parallel languages,,High Performance; Parallel Languages,Supercomputing Conference,1993,Wei_Li-1058,DBLP_expanded_668
P1-5568,Wei Li,Wei Li,Keshav Pingali,Loop Transformations for NUMA Machines,,Loop Transformation,SIGPLAN Workshops,1992,Wei_Li-1058,DBLP_expanded_668
P1-5569,Wei Li,Wei Li,Mohammed Javeed Zaki; Srinivasan Parthasarathy,A localized algorithm for parallel association mining,Discovery of association rules is an important database mining problem. Mining for association rules involves extracting pat- terns from large databases and inferring useful rules from them. Several parallel and sequential algorithms have been proposed in the literature to solve this problem. Almost all of these algo- rithms make repeated passes over the database to determine the commonly occurring patterns,Association Mining; Association Rule; Data Consistency; frequent itemset; Local Algorithm; Parallel Algorithm; Process Mining; Decision Support; Knowledge Discovery and Data Mining,ACM Symposium on Parallel Algorithms and Architectures,1997,Wei_Li-1058,DBLP_expanded_668
